Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,Kaidhil,Version1,TOI_Text1,1,文章29_1,,SV_Text_画面1,私達は毎日の生活の中でことばを使わない日はない。,,Tag1,56478,554647,,5677,378.0,152.0,778.0,15,415.0,397.0,"私達は毎日の生活の中でことばを使わない日はない。,生","私達は毎日の生活の中でことばを使わない日はない。,生",2.43115,5149,368.0,152.0,778.0,14,415.0,397.0,2.43864,5957,2979.0,887.0,5070.0,2,415.0,5070.0,6023,3011.0,907.0,5116.0,2,369.0,5116.0,0,,,0,,,11,369.0,5485.0,114.6,290.84,,,1,私達は毎日の生活の中でことばを使わない日はない。,Sentence,1.0,0.0,0.0,0.0,,5677.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章29_1,,SV_Text_画面1,知り合いに会えば当然のこととしてことばを交わす。,,Tag2,56478,554647,,7100,710.0,123.0,2544.0,10,5525.0,383.0,"私達は毎日の生活の中でことばを使わない日はない。,生","私達は毎日の生活の中でことばを使わない日はない。,生",2.43781,7100,710.0,123.0,2544.0,10,5525.0,383.0,2.43781,7206,7206.0,7206.0,7206.0,1,5525.0,7206.0,7247,7247.0,7247.0,7247.0,1,5485.0,7247.0,0,,,0,,,9,5485.0,12731.0,290.84,283.99,,,2,知り合いに会えば当然のこととしてことばを交わす。,Sentence,1.0,0.0,0.0,0.0,,7100.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章29_1,,SV_Text_画面1,店で買い物をすれば、こちらが何も話さなくても、レジでは店員が値段をことばで伝えてくる。,,Tag3,56478,554647,,10705,465.0,97.0,1094.0,23,0.0,369.0,"私達は毎日の生活の中でことばを使わない日はない。,生","私達は毎日の生活の中でことばを使わない日はない。,生",2.41819,10337,470.0,97.0,1094.0,22,12786.0,767.0,2.41725,11045,2761.0,146.0,9674.0,4,0.0,369.0,11155,2789.0,182.0,9729.0,4,0.0,369.0,0,,,0,,,18,12731.0,369.0,283.99,114.6,,,3,店で買い物をすれば、こちらが何も話さなくても、レジでは店員が値段をことばで伝えてくる。,Sentence,1.0,369.0,369.0,10560.0,1.0,10705.0,22473.0,22104.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章29_1,,SV_Text_画面1,外に出ないで丸一日テレビを見ていても、もちろんテレビからはひっきりなしにことばが聞こえてくる。,,Tag4,56478,554647,,18547,442.0,80.0,1792.0,42,23567.0,560.0,"私達は毎日の生活の中でことばを使わない日はない。,生","私達は毎日の生活の中でことばを使わない日はない。,生",2.41785,18547,442.0,80.0,1792.0,42,23567.0,560.0,2.41785,19072,2119.0,80.0,14742.0,9,23567.0,14742.0,19222,2136.0,107.0,14759.0,9,23550.0,14759.0,0,,,0,,,29,23550.0,40777.0,66.95,85.7,,,4,外に出ないで丸一日テレビを見ていても、もちろんテレビからはひっきりなしにことばが聞こえてくる。,Sentence,1.0,560.0,14371.0,14962.0,1.0,18547.0,15108.0,737.0
Recording1,Kaidhil,Version1,TOI_Text1,1,文章29_1,,SV_Text_画面1,テレビを止めても、ネットサーフィンはことばを使わないとできないし、メールを書くにも、読書をするにもことばが必要である。,,Tag5,56478,554647,,10962,498.0,114.0,1013.0,22,39364.0,114.0,"私達は毎日の生活の中でことばを使わない日はない。,生","私達は毎日の生活の中でことばを使わない日はない。,生",2.45707,10962,498.0,114.0,1013.0,22,39364.0,114.0,2.45707,11252,1250.0,114.0,3442.0,9,39364.0,114.0,11391,1266.0,135.0,3461.0,9,39343.0,135.0,0,,,0,,,12,40777.0,39478.0,85.7,45.03,,,5,テレビを止めても、ネットサーフィンはことばを使わないとできないし、メールを書くにも、読書をするにもことばが必要である。,Sentence,1.0,114.0,114.0,10962.0,1.0,10962.0,15411.0,15297.0
Recording1,Kaidhil,Version1,TOI_Text2,1,文章29_2,,SV_Text_画面2,さらに、自分で何かを考えるときにも、私達はことばを使って考えている。,,Tag6,83318,611125,,9372,360.0,123.0,953.0,26,175.0,330.0,"しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら","しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら",2.56074,9372,360.0,123.0,953.0,26,175.0,330.0,2.56074,9807,9807.0,9807.0,9807.0,1,175.0,9807.0,9837,9837.0,9837.0,9837.0,1,144.0,9837.0,0,,,0,,,22,144.0,9981.0,205.81,342.55,,,1,さらに、自分で何かを考えるときにも、私達はことばを使って考えている。,Sentence,1.0,0.0,0.0,0.0,,9372.0,0.0,0.0
Recording1,Kaidhil,Version1,TOI_Text2,1,文章29_2,,SV_Text_画面2,生きている限り、私達は常にことばと共にあり、ことばを使わずに日常生活を送ることはできないと言える。,,Tag7,83318,611125,,8386,399.0,75.0,873.0,21,0.0,144.0,"しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら","しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら",2.44337,8242,412.0,75.0,873.0,20,10199.0,491.0,2.44268,8701,4351.0,144.0,8557.0,2,0.0,144.0,8718,4359.0,144.0,8574.0,2,0.0,144.0,0,,,0,,,18,10183.0,144.0,53.15,205.81,,,2,生きている限り、私達は常にことばと共にあり、ことばを使わずに日常生活を送ることはできないと言える。,Sentence,1.0,144.0,144.0,8386.0,1.0,8386.0,17759.0,17615.0
Recording1,Kaidhil,Version1,TOI_Text2,1,文章29_2,,SV_Text_画面2,この放送大学の授業科目では、「なぜことばは通じるのか」という問いに対する答えのヒントを得たいと願っている。,,Tag8,83318,611125,,14350,388.0,99.0,1471.0,37,18774.0,99.0,"しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら","しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら",2.41142,14350,388.0,99.0,1471.0,37,18774.0,99.0,2.41142,15000,15000.0,15000.0,15000.0,1,18774.0,15000.0,15017,15017.0,15017.0,15017.0,1,18757.0,15017.0,0,,,0,,,34,18757.0,33774.0,82.62,304.92,,,3,この放送大学の授業科目では、「なぜことばは通じるのか」という問いに対する答えのヒントを得たいと願っている。,Sentence,1.0,99.0,14350.0,14350.0,0.0,14350.0,14350.0,0.0
Recording1,Kaidhil,Version1,TOI_Text2,1,文章29_2,,SV_Text_画面2,他人に何らかの情報を伝えるため、また周りから情報を得るための手段として、ことばは非常に有効なものであることは間違いない。,,Tag9,83318,611125,,17904,484.0,143.0,1312.0,37,33839.0,164.0,"しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら","しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら",2.41141,17904,484.0,143.0,1312.0,37,33839.0,164.0,2.41141,18639,4660.0,519.0,14097.0,4,33839.0,14097.0,18737,4684.0,526.0,14161.0,4,33774.0,14161.0,0,,,0,,,32,33774.0,47935.0,304.92,64.35,,,4,他人に何らかの情報を伝えるため、また周りから情報を得るための手段として、ことばは非常に有効なものであることは間違いない。,Sentence,1.0,164.0,13465.0,13465.0,0.0,17904.0,13465.0,0.0
Recording1,Kaidhil,Version1,TOI_Text2,1,文章29_2,,SV_Text_画面2,しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,,Tag10,83318,611125,,6249,417.0,153.0,988.0,15,47954.0,741.0,"しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら","しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,ら",2.48355,6078,434.0,153.0,988.0,14,47954.0,741.0,2.4814,6587,1098.0,171.0,3175.0,6,47954.0,1727.0,6709,1118.0,212.0,3191.0,6,47935.0,1747.0,0,,,0,,,7,47935.0,49682.0,64.35,37.69,,,5,しかしながら、実際に私達はどうやって他人のことばを理解し、自分のことばを他人に理解してもらっているのだろうか。,Sentence,1.0,741.0,1678.0,5841.0,1.0,6249.0,10280.0,8602.0
