Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording2,son,Version1,TOI_Text1,1,文章26_1 (1),,SV_Text_画面1,十九世紀の知識人は、歴史を、野蛮人から文明人への進化の過程と考えていた。,,Tag1,72263,418361,,6444,269.0,158.0,584.0,24,364.0,158.0,"彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を","彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を",2.22977,6444,269.0,158.0,584.0,24,364.0,158.0,2.22977,7062,1765.0,584.0,3047.0,4,364.0,3047.0,7229,1807.0,624.0,3091.0,4,320.0,3091.0,0,,,0,,,19,320.0,5163.0,104.47,425.21,,,1,十九世紀の知識人は、歴史を、野蛮人から文明人への進化の過程と考えていた。,Sentence,1.0,0.0,0.0,0.0,,6444.0,0.0,0.0
Recording2,son,Version1,TOI_Text1,1,文章26_1 (1),,SV_Text_画面1,彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,,Tag2,72263,418361,,9345,240.0,65.0,712.0,39,3594.0,65.0,"彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を","彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を",2.27091,9260,244.0,65.0,712.0,38,3594.0,65.0,2.27045,10526,1754.0,65.0,5166.0,6,3594.0,65.0,10838,1806.0,82.0,5191.0,6,3576.0,82.0,0,,,0,,,31,5163.0,3659.0,425.21,66.51,,,2,彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,Sentence,1.0,0.0,0.0,0.0,,9345.0,0.0,0.0
Recording2,son,Version1,TOI_Text1,1,文章26_1 (1),,SV_Text_画面1,これらの要素のうち、文字の発明は特定の地域で起こったものと昔から考えられてきた。,,Tag3,72263,418361,,5744,302.0,72.0,1347.0,19,17219.0,202.0,"彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を","彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を",2.2697,5744,302.0,72.0,1347.0,19,17219.0,202.0,2.2697,6192,1032.0,141.0,3443.0,6,17219.0,3443.0,6456,1076.0,202.0,3480.0,6,17183.0,3480.0,0,,,0,,,12,17183.0,52349.0,168.61,108.89,,,3,これらの要素のうち、文字の発明は特定の地域で起こったものと昔から考えられてきた。,Sentence,1.0,0.0,0.0,0.0,,5744.0,0.0,0.0
Recording2,son,Version1,TOI_Text1,1,文章26_1 (1),,SV_Text_画面1,たとえばイスラム圏の拡大や、ヨーロッパ人の植民地支配がはじまるまで、オーストラリア、太平洋諸島、赤道アフリカの人びとは、文字というものを持っていなかった。,,Tag4,72263,418361,,20399,352.0,82.0,1830.0,58,0.0,320.0,"彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を","彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を",2.27503,20079,352.0,82.0,1830.0,57,20754.0,302.0,2.27515,23390,2599.0,208.0,17810.0,9,0.0,320.0,23719,2635.0,251.0,17819.0,9,0.0,320.0,0,,,0,,,40,49332.0,320.0,319.97,104.47,,,4,たとえばイスラム圏の拡大や、ヨーロッパ人の植民地支配がはじまるまで、オーストラリア、太平洋諸島、赤道アフリカの人びとは、文字というものを持っていなかった。,Sentence,1.0,320.0,320.0,15712.0,1.0,20399.0,33173.0,32853.0
Recording2,son,Version1,TOI_Text1,1,文章26_1 (1),,SV_Text_画面1,南北アメリカ大陸においても、中米の一部のごく狭い地域を除いて、文字を持つようになったのはヨーロッパ人の植民地支配が確立されてからのことである。,,Tag5,72263,418361,,18237,261.0,83.0,584.0,70,38814.0,122.0,"彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を","彼らが文明の証とみなしていたものは、農業による食料生産の開始、製鉄をはじめとする治金技術の発達、さまざまな技術的発明、集権的な集団組織の確立、そして文字の発明などである。,を",2.23905,17752,257.0,83.0,584.0,69,38814.0,122.0,2.23814,20860,3477.0,241.0,9696.0,6,38814.0,9696.0,21046,3508.0,272.0,9697.0,6,38813.0,9697.0,0,,,0,,,58,49999.0,50948.0,115.35,282.22,,,5,南北アメリカ大陸においても、中米の一部のごく狭い地域を除いて、文字を持つようになったのはヨーロッパ人の植民地支配が確立されてからのことである。,Sentence,1.0,122.0,8492.0,18237.0,1.0,18237.0,26996.0,18504.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,文字の使用地域が世界的に極端に限定されていたことから、自分たちを文明人と思い込んでいた人びとは、文字を使える能力こそ、「野蛮人」や「未開人」に対する「文明人」の優越性を示すもっとも顕著なちがいだと考えていた。,,Tag6,64104,490623,,12213,254.0,95.0,828.0,48,259.0,153.0,"また、大量の知識を正確に伝達することができる。,を",,2.244,12213,254.0,95.0,828.0,48,259.0,153.0,2.244,13867,2311.0,532.0,5106.0,6,259.0,1914.0,14057,2343.0,556.0,5137.0,6,201.0,1972.0,0,,,0,,,37,201.0,2173.0,275.68,72.17,,,1,文字の使用地域が世界的に極端に限定されていたことから、自分たちを文明人と思い込んでいた人びとは、文字を使える能力こそ、「野蛮人」や「未開人」に対する「文明人」の優越性を示すもっとも顕著なちがいだと考えていた。,Sentence,2.0,153.0,12213.0,12213.0,0.0,12213.0,12213.0,0.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,文字は、はるか遠く離れた世界についての知識をわれわれに教えてくれる。,,Tag7,64104,490623,,3069,256.0,109.0,378.0,12,17549.0,292.0,"また、大量の知識を正確に伝達することができる。,を",,2.22774,3069,256.0,109.0,378.0,12,17549.0,292.0,2.22774,3448,3448.0,3448.0,3448.0,1,17549.0,3448.0,3494,3494.0,3494.0,3494.0,1,17503.0,3494.0,0,,,0,,,10,17503.0,,286.92,,,,2,文字は、はるか遠く離れた世界についての知識をわれわれに教えてくれる。,Sentence,1.0,292.0,3069.0,3069.0,0.0,3069.0,3069.0,0.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,昔の出来事をわれわれに伝えてくれる。,,Tag8,64104,490623,,3740,312.0,91.0,822.0,12,21176.0,91.0,"また、大量の知識を正確に伝達することができる。,を",,2.21653,3740,312.0,91.0,822.0,12,21176.0,91.0,2.21653,4306,1435.0,91.0,2796.0,3,21176.0,91.0,4366,1455.0,97.0,2822.0,3,21170.0,97.0,0,,,0,,,7,21577.0,21267.0,79.33,80.86,,,3,昔の出来事をわれわれに伝えてくれる。,Sentence,1.0,91.0,1087.0,1087.0,0.0,3740.0,1087.0,0.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,また、大量の知識を正確に伝達することができる。,,Tag9,64104,490623,,2136,237.0,143.0,369.0,9,23037.0,252.0,"また、大量の知識を正確に伝達することができる。,を",,2.14911,2136,237.0,143.0,369.0,9,23037.0,252.0,2.14911,2487,829.0,510.0,1105.0,3,23037.0,872.0,2601,867.0,558.0,1157.0,3,23023.0,886.0,0,,,0,,,5,23023.0,23909.0,47.97,90.68,,,4,また、大量の知識を正確に伝達することができる。,Sentence,1.0,252.0,642.0,1664.0,1.0,2136.0,4317.0,3676.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,もちろん、インカ人たちのように、文字を持たずして大帝国を治めることができた人びともいた。,,Tag10,64104,490623,,10522,339.0,62.0,2201.0,31,28075.0,332.0,"また、大量の知識を正確に伝達することができる。,を",,2.19259,10384,346.0,62.0,2201.0,30,28075.0,332.0,2.19232,11542,5771.0,340.0,11202.0,2,28075.0,11202.0,11662,5831.0,405.0,11257.0,2,28020.0,11257.0,0,,,0,,,27,28020.0,39276.0,255.43,122.81,,,5,もちろん、インカ人たちのように、文字を持たずして大帝国を治めることができた人びともいた。,Sentence,1.0,332.0,10201.0,10201.0,0.0,10522.0,10201.0,0.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,フン族相手に大敗したローマ軍のように、「文明人」が「野蛮人」に常に勝利できたわけではない。,,Tag11,64104,490623,,7637,273.0,86.0,747.0,28,39325.0,148.0,"また、大量の知識を正確に伝達することができる。,を",,2.18871,7637,273.0,86.0,747.0,28,39325.0,148.0,2.18871,8793,2931.0,241.0,7394.0,3,39325.0,1158.0,8935,2978.0,308.0,7421.0,3,39276.0,1207.0,0,,,0,,,21,39276.0,40483.0,122.81,375.94,,,6,フン族相手に大敗したローマ軍のように、「文明人」が「野蛮人」に常に勝利できたわけではない。,Sentence,1.0,148.0,1127.0,7637.0,1.0,7637.0,7958.0,6831.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,しかし、文字は知識をもたらす。,,Tag12,64104,490623,,1877,209.0,120.0,384.0,9,48946.0,123.0,"また、大量の知識を正確に伝達することができる。,を",,2.13701,1877,209.0,120.0,384.0,9,48946.0,123.0,2.13701,2207,1104.0,669.0,1538.0,2,48946.0,1538.0,2306,1153.0,720.0,1586.0,2,48899.0,1586.0,0,,,0,,,5,48899.0,50484.0,277.84,390.51,,,7,しかし、文字は知識をもたらす。,Sentence,1.0,123.0,1232.0,1232.0,0.0,1877.0,1232.0,0.0
Recording2,son,Version1,TOI_Text2,1,文章26_2,,SV_Text_画面2,ヨーロッパ人が南北アメリカ大陸、シベリア、そしてオーストラリアを征服したことは、文字が知識をもたらし、知識が力をもたらすことを如実に示している。,,Tag13,64104,490623,,9332,252.0,102.0,703.0,37,50542.0,221.0,"また、大量の知識を正確に伝達することができる。,を",,2.1431,9332,252.0,102.0,703.0,37,50542.0,221.0,2.1431,10799,5400.0,627.0,10172.0,2,50542.0,627.0,10910,5455.0,684.0,10226.0,2,50484.0,684.0,0,,,0,,,32,50484.0,51169.0,390.51,298.86,,,8,ヨーロッパ人が南北アメリカ大陸、シベリア、そしてオーストラリアを征服したことは、文字が知識をもたらし、知識が力をもたらすことを如実に示している。,Sentence,1.0,221.0,607.0,9332.0,1.0,9332.0,10448.0,9841.0
Recording2,son,Version1,TOI_Text3,1,文章26_3 (1),,SV_Text_画面3,文字は、武器、病原菌、そして集権化された政治機構などとともに、近代ヨーロッパ人の海外遠征に付随して、世界のさまざまな場所に伝達していった。,,Tag14,52932,554727,,3855,203.0,60.0,341.0,19,210.0,161.0,"しかし、文字は、情報をはるかに容易に、はるかに正確に、はるかに説得力のあるかたちで伝達できるようにした。,に",,2.12595,3855,203.0,60.0,341.0,19,210.0,161.0,2.12595,4402,880.0,152.0,2114.0,5,210.0,2114.0,4567,913.0,153.0,2154.0,5,170.0,2154.0,0,,,0,,,12,170.0,2324.0,186.88,86.88,,,1,文字は、武器、病原菌、そして集権化された政治機構などとともに、近代ヨーロッパ人の海外遠征に付随して、世界のさまざまな場所に伝達していった。,Sentence,1.0,161.0,1732.0,1732.0,0.0,3855.0,1732.0,0.0
Recording2,son,Version1,TOI_Text3,1,文章26_3 (1),,SV_Text_画面3,船隊を派遣した君主や大商人は、文書をしたため、命令や指示を伝えた。,,Tag15,52932,554727,,6321,234.0,69.0,554.0,27,2354.0,421.0,"しかし、文字は、情報をはるかに容易に、はるかに正確に、はるかに説得力のあるかたちで伝達できるようにした。,に",,2.11874,6035,241.0,118.0,554.0,25,2354.0,421.0,2.12102,7031,879.0,147.0,3510.0,8,2354.0,1012.0,7277,910.0,170.0,3535.0,8,2324.0,1042.0,0,,,0,,,17,2324.0,3366.0,86.88,109.37,,,2,船隊を派遣した君主や大商人は、文書をしたため、命令や指示を伝えた。,Sentence,1.0,421.0,975.0,4246.0,1.0,6321.0,5667.0,4692.0
