Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,son,Version1,TOI_Text1,1,文章27_1,,SV_Text_画面1,言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,,Tag1,105397,660726,,1066,213.0,66.0,343.0,5,367.0,140.0,"言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言","言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言",2.2714,1000,250.0,140.0,343.0,4,367.0,140.0,2.26587,1158,579.0,66.0,1092.0,2,367.0,1092.0,1269,634.0,131.0,1138.0,2,320.0,1138.0,0,,,0,,,3,105266.0,,220.47,,,,1,言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,Sentence,1.0,0.0,0.0,0.0,,1066.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章27_1,,SV_Text_画面1,一つの要因として、日本では大学入試以前の段階、すなわち、高校生の時点で文系・理系の区別がなされ、言語学は典型的な文系学部である文学部に、自然言語処理は典型的な理系分野である工学部において研究が行われてきたことが挙げられる。,,Tag2,105397,660726,,27932,269.0,66.0,1027.0,104,1646.0,69.0,"言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言","言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言",2.39883,27334,268.0,66.0,1027.0,102,1646.0,69.0,2.39901,31526,2627.0,179.0,12543.0,12,1646.0,12543.0,32003,2667.0,215.0,12552.0,12,1637.0,12552.0,0,,,0,,,80,14804.0,14189.0,137.4,319.71,,,2,一つの要因として、日本では大学入試以前の段階、すなわち、高校生の時点で文系・理系の区別がなされ、言語学は典型的な文系学部である文学部に、自然言語処理は典型的な理系分野である工学部において研究が行われてきたことが挙げられる。,Sentence,2.0,0.0,0.0,0.0,,27932.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章27_1,,SV_Text_画面1,欧米では，言語学の学位を持った言語処理研究者が少なくないし、また、自然言語処理ではなく、計算言語学という名称で言語処理の分野を呼称することが多い。,,Tag3,105397,660726,,16687,283.0,111.0,591.0,59,19544.0,177.0,"言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言","言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言",2.3322,16264,285.0,132.0,591.0,57,19544.0,177.0,2.32879,18887,1049.0,133.0,5032.0,18,19544.0,409.0,19394,1077.0,148.0,5062.0,18,19480.0,473.0,0,,,0,,,35,19480.0,21051.0,493.91,89.49,,,3,欧米では，言語学の学位を持った言語処理研究者が少なくないし、また、自然言語処理ではなく、計算言語学という名称で言語処理の分野を呼称することが多い。,Sentence,1.0,0.0,0.0,0.0,,16687.0,0.0,0.0
Recording1,son,Version1,TOI_Text1,1,文章27_1,,SV_Text_画面1,特に技術面を強調する場合は、言語技術と呼ぶことがある。,,Tag4,105397,660726,,5661,270.0,79.0,905.0,21,0.0,79.0,"言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言","言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言",2.30111,5582,279.0,91.0,905.0,20,30380.0,442.0,2.29595,5962,426.0,79.0,1080.0,14,0.0,79.0,6456,461.0,79.0,1102.0,14,0.0,79.0,0,,,0,,,6,44976.0,31255.0,405.12,141.35,,,4,特に技術面を強調する場合は、言語技術と呼ぶことがある。,Sentence,1.0,79.0,79.0,1323.0,1.0,5661.0,32134.0,32055.0
Recording1,son,Version1,TOI_Text1,1,文章27_1,,SV_Text_画面1,別の要因として、言語学がどちらかというと個別言語の個別の言語現象を対象とすることが多く、一方、自然言語処理では個別の現象を対象にする場合でも、何らか意味での網羅性に関心があり、細事を疎かにする傾向があることが考えられる。,,Tag5,105397,660726,,23222,276.0,62.0,1100.0,84,44271.0,99.0,"言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言","言語学と自然言語処理は、どちらも言語を扱う学問でありながら、特に、日本では研究者および研究分野としての交流が少ない。,言",2.30438,22730,274.0,62.0,1100.0,83,44271.0,99.0,2.30346,26790,2061.0,99.0,13405.0,13,44271.0,99.0,27122,2086.0,115.0,13427.0,13,44256.0,115.0,0,,,0,,,61,45469.0,44371.0,140.9,67.24,,,5,別の要因として、言語学がどちらかというと個別言語の個別の言語現象を対象とすることが多く、一方、自然言語処理では個別の現象を対象にする場合でも、何らか意味での網羅性に関心があり、細事を疎かにする傾向があることが考えられる。,Sentence,2.0,99.0,99.0,23222.0,1.0,23222.0,42433.0,42334.0
Recording1,son,Version1,TOI_Text2,1,文章27_2,,SV_Text_画面2,もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,,Tag6,130223,766122,,14331,239.0,69.0,547.0,60,0.0,167.0,"もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の","もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の",2.3152,14022,242.0,69.0,547.0,58,2498.0,150.0,2.31485,16286,1163.0,167.0,3000.0,14,0.0,167.0,16678,1191.0,167.0,3042.0,14,0.0,167.0,0,,,0,,,40,2484.0,167.0,40.65,237.48,,,1,もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,Sentence,2.0,167.0,5530.0,5530.0,0.0,14331.0,5530.0,0.0
Recording1,son,Version1,TOI_Text2,1,文章27_2,,SV_Text_画面2,関心の対象が言語能力にあるか言語運用にあるかの違いだとも言えるし、言語におけるWhatとHowへの関心の違いだとも言える。,,Tag7,130223,766122,,20237,233.0,65.0,408.0,87,11879.0,250.0,"もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の","もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の",2.29441,20237,233.0,65.0,408.0,87,11879.0,250.0,2.29441,23474,1467.0,124.0,11393.0,16,11879.0,821.0,24038,1502.0,157.0,11407.0,16,11838.0,862.0,0,,,0,,,61,11838.0,13992.0,141.62,59.17,,,2,関心の対象が言語能力にあるか言語運用にあるかの違いだとも言えるし、言語におけるWhatとHowへの関心の違いだとも言える。,Sentence,1.0,250.0,937.0,3023.0,1.0,20237.0,4457.0,3520.0
Recording1,son,Version1,TOI_Text2,1,文章27_2,,SV_Text_画面2,このようにこれまではあまり混じり合うことの少なかった言語学研究者と自然言語研究者が、双方にメリットを得るように互いの分野の現状を知ることは重要であると考えられるし、それが可能な状況が整ってきたのではないかと考える。,,Tag8,130223,766122,,19892,237.0,98.0,634.0,84,18325.0,171.0,"もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の","もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の",2.30285,19612,236.0,98.0,634.0,83,18325.0,171.0,2.30233,22052,817.0,116.0,4782.0,27,18325.0,943.0,22900,848.0,134.0,4841.0,27,18324.0,944.0,0,,,0,,,53,20233.0,19268.0,62.91,62.99,,,3,このようにこれまではあまり混じり合うことの少なかった言語学研究者と自然言語研究者が、双方にメリットを得るように互いの分野の現状を知ることは重要であると考えられるし、それが可能な状況が整ってきたのではないかと考える。,Sentence,2.0,171.0,893.0,4325.0,1.0,19892.0,4914.0,4021.0
Recording1,son,Version1,TOI_Text2,1,文章27_2,,SV_Text_画面2,これまでの経緯を考えると、自然言語研究者にとって、言語学の研究状況を知ることは、努力は必要であるものの、それほど困難な問題ではなかった。,,Tag9,130223,766122,,14487,226.0,62.0,481.0,64,28688.0,136.0,"もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の","もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の",2.29599,14487,226.0,62.0,481.0,64,28688.0,136.0,2.29599,16369,1637.0,109.0,6087.0,10,28688.0,136.0,16844,1684.0,170.0,6107.0,10,28653.0,170.0,0,,,0,,,51,28653.0,28823.0,113.44,108.47,,,4,これまでの経緯を考えると、自然言語研究者にとって、言語学の研究状況を知ることは、努力は必要であるものの、それほど困難な問題ではなかった。,Sentence,1.0,136.0,136.0,1396.0,1.0,14487.0,13912.0,13776.0
Recording1,son,Version1,TOI_Text2,1,文章27_2,,SV_Text_画面2,最新の研究動向や結果に関する文献や啓蒙書がかなりの規模と速報性をもって出版されており、ある程度完成した理論や考え方を学ぶことが可能だったからである。,,Tag10,130223,766122,,8674,241.0,70.0,444.0,36,52012.0,265.0,"もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の","もちろん、言語学が常に個別言語の個別現象を対象にするわけではなく、普遍文法など極めて一般的な研究も対象になっているが、その研究の方向が文の文法性や言語能力の説明を目指すのに対し、自然言語処理では文の解析における文法や言語知識の運用面に関心があるという違いがある。,の",2.28898,8674,241.0,70.0,444.0,36,52012.0,265.0,2.28898,9866,1233.0,128.0,4025.0,8,52012.0,265.0,10083,1260.0,182.0,4035.0,8,51972.0,305.0,0,,,0,,,27,51972.0,52277.0,287.73,251.1,,,5,最新の研究動向や結果に関する文献や啓蒙書がかなりの規模と速報性をもって出版されており、ある程度完成した理論や考え方を学ぶことが可能だったからである。,Sentence,1.0,265.0,265.0,8674.0,1.0,8674.0,48809.0,48544.0
