text,score
自動要約は、コンピュータプログラムを用いて、文書からその要約を作成する処理である。,1.5673802551769076
作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,0.8507654424323592
首尾一貫した要約を作成するためには要約の長さや書き方のスタイル、文法などといった点が考慮されなければならない。,1.3691786479305577
自動要約の応用先の1つはGoogleなどの検索エンジンであるが、もちろん独立した1つの要約プログラムといったものもありうる。,1.6241366488592965
自動要約は、要約の目的や要約の対象とする文書の数、要約の方法などによっていくつかの種類に分類することができる。,1.0156551516718335
指示的要約は、要約の元となった文書を読むべきか否かという情報を提供する。,1.5136014938354492
例えば、新聞記事の見出しは記事全体の簡潔な要約となっており、読者に対して元の記事全体を読むべきか否か判断する材料を与えるという点において指示的要約である。,0.6076450568437576
一方、報知的要約は、要約そのものが元となった文書を代替しうる要約である。,1.2583841156959534
例えば、ニュース番組の字幕は、聴覚に何らかの障害のある視聴者に対してはアナウンサーによる音声の代替として機能するため、報知的要約と言える。,0.7107648898002713
単一文書要約は、単一の文書を要約の対象とするものである。,2.100165685017904
例えば、1つの新聞記事を要約する作業は単一文書要約である。,1.656868080298106
複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,1.2803701881704659
典型的には、Googleニュースなどのニュース・アグリゲーターによって収集された同一事件に関する記事の集合を入力として、それらの簡潔な要約を作成するものである。,1.0655489320657692
抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,1.010481168062259
一方、生成的要約は、文書を一度何らかの中間表現（あるいは意味表現）に変換し、この中間表現を元に自然言語生成の技術を用いて要約を作成する。,0.8395871380964915
そのため、生成的要約によって作成された要約には元の文書に含まれていない表現が含まれることもありうる。,1.0466297321459825
生成的要約には、文書を中間表現に正確に変換すること（すなわち、精度の高い自然言語理解を実現すること）、そこから要約を生成するための自然言語生成器が必要になるといった問題が存在するため、もっぱら研究の焦点は抽出的要約にあてられている。,0.5348085982458932
