text,score
1713年のユトレヒト条約以降イギリスが統治を続けているジブラルタルだが、スペインは今も返還を求めている。,1.223541248229242
ジブラルタルはヨーロッパに残る最後の「植民地」であり、また係争当事国がいずれもEU加盟国であった点、係争が300年もの長きにわたっている点で、世界の領土問題のなかでも異色の存在と言える。,1.238160587725092
スペインの基本的見解は、ユトレヒト条約第10条はジブラルタルの町、城、それに付随する港、要塞の所有と軍事利用をイギリスに認めたに過ぎず、主権はスペインに残っているというものである。,0.591671713760921
スペインにとってジブラルタルは長らく「スペインの靴の中に入ったペニョン（岩山）」となっている。,1.1345304147950535
しかし返還を求めるスペインの主張は、モロッコのセウタなど自らの植民地所有と矛盾するものでもある。,1.0396919314350401
一方、現在のイギリス統治が住民から圧倒的支持を受けていることは1967年9月の住民投票から明らかであるが、同年12月に国連の非植民地化委員会（英語版）はイギリスのジブラルタル領有を植民地主義的だとして返還を促す決議を採択している。,0.44634169215957326
1704年のイギリスによるジブラルタル占領以降、スペインはジブラルタルを武力で奪回すべく1705年、1727年、1783年に包囲戦をしかけたが、いずれも失敗した。,0.8109707534313202
また、その後の外交による交渉も全て不首尾に終わった。,1.5760963161786397
19世紀後半以降、スペインの国力が衰えている時期にイギリスは国境を北へ押し上げる行動に出た。,1.02951161137649
最終的にこれはスペイン本土との間に非武装中立地帯を設けることで落ち着いたが、ここの境界線の画定は今も棚上げされた状態である。,0.649554363318852
1954年2月、イギリスの植民地を歴訪していたエリザベス2世がスペインの抗議にもかかわらず最後の訪問地としてジブラルタルに入ると、スペイン各地で抗議運動が沸き起こった。,0.6536128486578281
スペインは翌1955年に国連加盟を果たし、さっそくジブラルタル問題を国際世論に訴えかけ、1957年にジブラルタル返還を求めて国連に提訴した。,0.9203772819959201
1960年代には運動を強化し、1964年に国連の非植民地化委員会へ返還要求を提出した。,0.9263270702855341
イギリスはこれに対し、イギリス統治の可否を問う住民投票を1967年に実施し、住民は 12138 対 44 という圧倒的大差でイギリスへの帰属を選択した。,0.7236755511095357
この投票はスペインの態度を決定的に硬化させ、1969年にスペインは国境を封鎖して物流とスペイン人の通勤を差し止めるという、ジブラルタルに対する経済封鎖に踏み切った。,0.6788797156607851
これによってジブラルタルは陸の孤島と化し、往来はモロッコ経由かロンドンからの航空便に頼るしかなくなった。,0.939836234815659
1982年にスペインに社会労働党政権が発足すると、徒歩での往来が許可されるなど封鎖は部分的に解かれ、両国間の交渉再開が宣言された。,0.8542218946275257
1985年には封鎖は完全に解除された。,2.4242341976899366
