text,score
しかし、この地政学は、かつては悪用されたこともあります。,1.6474763691425323
第一次世界大戦後、ドイツで政権を取ったアドルフ・ヒトラーは、「生存圏」つまり国家が国家として存立可能な場所という「地政学」の考えを悪用し、「ドイツには生存圏が必要だ」と主張して、ポーランドを侵略しました。,0.5052009893315179
地政学は、それぞれの国の国家戦略を分析する道具であったはずなのに、いつしか侵略の根拠に使われてしまったのです。,0.9577757653437162
それは日本でも同じこと。,3.3276020884513855
日本にとって、「他国の勢力圏に入っては大変だ」と朝鮮半島を自国のものにし、さらに満州国という世界のどこも承認しない国家を建てて緩衝地帯にしていきます。,0.5690655645269614
これは客観的に見れば侵略そのものです。,2.5044565896193185
さらには「大東亜共栄圏」という発想が生まれます。,1.952646143734455
「シーパワー」の日本が、「ランドパワー」にまで手を伸ばして失敗する結果になったのです。,1.0185513297716777
（ここで「シーパワー」「ランドパワー」という「地政学の用語」が出てきました。,1.2145017275103815
用語の解説については本書の第1章で詳述しています。),1.5953621580487205
このように「地政学」は、かつて侵略の理屈の道具に使われたという苦い経験から、第二次世界大戦後、しばらくはタブーの学問になっていました。,0.6947610682497422
日本の学校の社会科の「地理」の分野でも、地政学的な要素は注意深く取り除かれていたのです。,0.9266235196229183
地理という学間が、必ずしも魅力的なものではないと受け止めた人がいたのには、そんな理由があったのかもしれません。,1.118832563742613
ところが、このところの国際情勢の推移によって、地政学の観点からの分析が必要だと考える専門家が増えました。,0.9040893789599923
遂には学校で学ぶ地理にも地政学的観点が取り入れられるようになったのです。,1.3837948260099993
とりわけロシアによるウクライナ侵攻を見ると、地政学で見事に分析ができてしまうように見えます。,1.347400502516673
でも、ここに落とし穴があります。すべてを地政学の観点から解説することは、物事を過度に単純化してしまうリスクを伴うからです。,0.7692655959190466
地政学の観点を知った上で、それだけで満足せずに、その先まで学んでみる。,1.2803478653614337
それが、いまの私たちに必要な心構えだと思います。,1.5329032606548734
そのために、少しでもお役に立てれば、こんな嬉しいことはありません。,1.378540531448696
