text,score
この疑問は、認知科学において今なお未解決の難問とされている。,1.515421905300834
「はじめに」で触れた、筆者たちの探究のきっかけとなった「記号接地問題」である。,0.9404729285410472
認知科学者のスティーブン・ハルナッドは、人間が機械に記号を与えて問題解決をさせようとしたAIの記号アプローチを批判し、記号の意味を記号のみによって記述しつくすことは不可能であると指摘した。,1.0380899653596394
言語という記号体系が意味を持つためには、基本的な一群のことばの意味はどこかで感覚と接地していなければならない、というのが彼の論点である。,0.7946758124293113
彼はこの問題に具体的なイメージを与えるため、外国語を外国語の記号のみから学習する事態を例に挙げている。,1.023861525580287
あなたは中国語を学ぼうとするが、入手可能な情報源は中国語辞書（中国語を中国語で定義した辞書）しかないとしよう。,0.8888517231554598
するとあなたは永遠に意味のない記号列の定義の間をさまよい続け、何かの「意味」には永遠にたどり着くことができないことになる。,0.8018095567822456
まったく意味のわからない記号の意味を、他の、やはりまったく意味のわからない記号を使って理解することはできない。,1.198402460416158
他方、中国語の語を母語の語を介して理解することは可能である。,1.549454707990993
母語の語は「感覚に接地」しており、接地した話を通じて接地していない外国語の記号を理解することが可能なのである。,1.201621720736677
ハルナッドの提起した記号接地問題は、子どもが母語を学習する際に実際に起こる問題でもある。,1.4862704753875733
意味を知っていることばを一つも持たない子どもは、まったく意味のない記号を使って新たに記号を獲得することはできない。,1.0467555540449478
言語と感覚とのつながりをまったく知らない子どもが、辞書を用いて言語を学習することは不可能である。,1.2598939027105058
一方で、成人はおよそ感覚に接地しているとは思えないような概念をも、あたかもそれが感覚と接地しているかのように言語的に表現することができる。,0.713778375958403
実際、私たちの言語には目に見えない、物理的な実体を持たない抽象概念を表す語が多く含まれている。,1.0681157410144806
たとえば「愛」ということばを例に考えてみよう。,2.3827999035517373
「愛」という語が指し示す概念には、物理的な実体はない。,1.3346431255340576
「愛」ということばを知らない子どもは「愛」という感情を理解できないだろうか？。,1.2159562635421752
直観的に考えれば、子どもは少なくとも自分に向けられた「愛」については、「愛」という語を知らなくても理解できる。,0.948495381917709
