text,score
舞台は1994年の南アフリカ共和国。,3.545778857337104
ネルソン・マンデラは反体制活動家として27年ものあいだ投獄されていたが、1990年に釈放されこの年に同国初の黒人大統領となった。,0.8178000865980636
マンデラの初登庁日には、それまで政府の主要ポストを占めていた大統領府の白人官僚たちが、マンデラの報復的な人事の可能性を恐れ、一部の者達はそれを見越して荷物をまとめ始めていた。,0.5516514768203099
それに対しマンデラは、初日の朝に職員たちを集め、「辞めるのは権利であり自由だが、新しい南アフリカを作るために協力してほしい、あなたたちの協力が必要だ」と呼びかけた。,0.6204340311826444
また、語りかける際にはボディーガードを待機させず、職員への信頼を行動で示した。,1.0579329133033752
安堵した職員たちはマンデラのもとで働くこととなり、ボディーガードチームも予想に反して黒人と白人の混成チームとなった。,0.9881411229862886
（指名された白人ボディーガード隊は、前政権デ・クラーク大統領による特殊部隊であり、黒人危険分子の抹殺にも関わっていた。）,0.7220752247281976
黒人ボディーガードのヘッドであるジェイソンは当初これに強く反発したが、マンデラから諭されてこれを不服ながら受け入れる。,1.139192779217997
この場面ではマンデラへの尊敬と信頼、そしてマンデラの強いカリスマ性が見て取れる。,1.2772837628920872
一方、南アフリカ代表のラグビーユニオンチーム「スプリングボクス」は当時低迷期にあり、黒人選手もわずか1人という状況だった。,0.9645177312195301
ラグビーはアパルトヘイトの象徴として、多数を占める黒人の国民のあいだでは非常に不人気なスポーツだった。,1.0901691875150126
政府内では「スプリングボクス」のチーム名やユニフォームの変更を求める意見が多数を占めており、一時はその方向で決まりかけていた。,1.0407762930199906
しかしマンデラはこのチームが南アフリカの白人と黒人の和解と団結の象徴になると考え、チーム名とユニフォームの存続を求め周囲を説得し、また、白人であるチームの主将フランソワ・ピナールを大統領府に招き、イングリッシュ・ティーを自ら薦めながら「リーダーシップ」のあり方について言葉を交わし、励ました。,0.4137648161500692
その後スプリングボクスのメンバーたちは、マンデラの意向で貧困地区の黒人の子どもたちにラグビーの指導に赴く。,0.9562579804453356
当初それを不満に感じていたメンバー達も、一連の地道な活動により、国民のあいだでチームの人気が少しずつ高まり、自分たちの存在が国内のみならず世界的に注目されていることを知るに至った。,0.6289247274398804
そしてスプリングボクスは、自国開催の1995年ラグビーワールドカップにおいて予想外の快進撃を見せ、ついに決勝進出を果たす。,0.9632218095564073
今や新生南アフリカの象徴として見られるようになったスプリングボクスは、全南アフリカ国民が見守る中、強豪ニュージーランド代表オールブラックスとの決勝戦に臨む。,0.7949042566120624
