text,score
よく、「哲学は全ての学問の根本だ」と言われる。,1.9858926385641098
無論、今日のように学問が個々の諸学問に分かれる以前は、学問をすること自体が哲学をするのと同じ意味だった。,1.347162325592602
このように、歴史的起源あるいは発生的観点から、哲学が全ての学問の根本であるのは事実である。,1.1088588216475077
しかし、哲学が学問の根本と呼べる本源的な理由は別にある。,1.4219626516103745
それは哲学が基本的に個々の学問の土台となっている根本的な概念や前提そのものに対して疑問を提起し、それらをテーマ的に扱うという事実に起因する。,0.6648876020248901
いくつかの例を挙げてみることにしよう。,2.2357529676877537
基本的に「科学」はこの世界で起こる、ある事象を“説明”することを目指す。,1.1998074365698772
しかし、もし誰かがこの世界で起きる、ある具体的な事象を科学的に説明しようとするのではなく、「科学的説明」自体が何かについて疑問を提起し、科学的理論がどのように「客観性」を確保できるかについて明らかにしようとするならば、それは科学ではなく、「科学哲学」である。,0.37198969791101855
自然科学に関する一例を挙げよう。,3.2824082493782045
私たちは高校の化学の授業で、物質の根本単位は「原子」と学んできた。,1.191571516295274
しかし、原子のような小さい物質は私たちの肉眼で“直接的に観察”することが不可能である。,1.119884431362152
ただ、電子顕微鏡を通じてその存在をただ間接的に類推できるだけだ。,1.50338648046766
それでは、「原子」というのは本当に存在するのだろうか。,1.6384255948819613
それとも、それはただ、ある事態を効果的に説明するために理論的に仮定されたフィクションに過ぎないのだろうか。,0.9412500190012383
もし、誰かがこのような質問に対して悩み始めたとしたら、その人は科学で前提にしている理論的対象に対する形而上学的、存在論的問題について悩んでいると見ることができる。,0.5608970134385994
それなら、原子というものが本当に存在すると仮定してみよう。,1.6566981986949318
ところが、先に述べたように、原子を直接的に肉眼で観察することが不可能ならば、原子というものが本当に存在するということを、私たちはどうやって知ることができるだろうか。,0.6499477459324731
電子顕微鏡によって間接的に原子の存在を類推するだけで、私たちは原子が存在するということが本当に”分かる”と言えるだろうか。,1.0505279123783111
このような疑問は、原子よりも小さい電子や微粒子の存在に対しても提起することができる。,1.0669059936816876
もし誰かがこのような問題について悩み始めたら、その人は科学で想定している理論的対象に対して認識論的に悩んでいると言える。,0.820215380191803
これに似た疑問を社会科学分野にも適用させることができる。,1.8031151360935636
一社会を構成する根本単位は個人だろうか、それとも社会構造だろうか。,1.6523766347340174
あるいは、ある社会的現象を説明するにあたって、社会と個人の中で「説明すること」とは何であり、「説明されること」とは何だろうか。,0.7737557660965693
これは社会の基本構成単位、あるいは社会科学的説明の基本単位に対する形而上学的あるいは存在論的質問である。,0.9941995066981162
よく、この質問に対して、経済学者たちは「個人」と答え、社会学者たちは「社会構造」と答える。,1.247327421942065
社会の基本構成単位あるいは社会科学的説明の基本単位に対するこのような存在論的立場の相違は、つまり何が正しい社会科学的説明かという「方法論」の違いにつながる。,0.708284190815428
社会学では主に社会的構造がどのように個人の行動を決定するのかを明らかにしようとする「構造主義」的説明方式に従い、経済学では主にミクロ的な観点で各個人の個別的選好が集まってどのように集合的な社会的現象が発生するのかを明らかにしようとする「方法論的個人主義」的説明方式に従っている。,0.3417865543902575
このような社会科学的方法論の持つ長所?短所は何で、どのような方法論が社会科学的な観点から最も妥当かを問うことは社会科学ではなく、まさに「社会科学の哲学」が行われているということである。,0.5446444173013011
このように、哲学はそれぞれの個別科学が基本的に仮定している根本的な概念、前提、学問的方法論そのものについて疑問を提起し、それらについてテーマ的に研究をするという点で全ての学問の根本と言える。,0.5337854998726999
簡単に言うと、哲学は「学問に対する学問」だと言える。,1.987419521107393
これを元に、私は個人的に哲学を次のように定義したいと思う。,1.3590483204884962
すなわち哲学とは、それぞれの個別学問が基本的に仮定している根本的な概念、定義、前提、方法論に対して認識論的、存在論的、価値論的、論理的問題を提起し、明確な言語分析と論理的分析を通じて、そのような問題を体系的に解決するために努める学問である、と。,0.4432199806338403
