text,score
数学が思うように役に立たない虚しさ。,2.634570782001202
実務で、思うぞんぶん数学を使ってみたい！。,2.78247226079305
わたしは、すきあらば数学を役立てようと、目を光らせていました。,1.4315512076668118
暗号関係でうまくいかないなら、流行の金融工学はどうかと思い、まとまった勉強をしたこともあります。,1.4087008039156597
電車の行き帰りで、金融工学の教科書や論文を読みました。,1.9569254252645705
座席に座れるときは、ノートを広げて計算。,2.462712416282067
よい気晴らしでした。,5.145530019487653
なにしろ、往復3時間の通勤です。,4.170529532432556
おかげで、金融工学の基礎的な部分はひととおり理解できました。,1.8879200659300153
これを使った研究を提案してみたらどうかと思い、リアルオプション（の特許の時価評価への応用）の研究開発を上司に提案してみたこともあります。,0.6794155922200945
しかし、あえなく却下されました。,2.950270566073331
ならば、これまた流行の量子コンピュータはどうだろう？。,2.042563327721187
そう思って、毎週土曜日に開催されていた、量子計算のゼミに参加してみたりもしました。,0.9681501964728038
大学院時代から、量子力学の数学的基礎を専門的に勉強してきたおかげで、量子コンピュータの原理を理解するのは簡単でした。,1.0033694240781996
使われていたのは、量子力学の初歩と初等整数論と若干の周辺知識という感じでしたから。,1.1811115104576637
ここでも、「理屈の理解」はやさしかったのです。,2.0730410674039055
しかし、論文を十数編読み、ゼミに参加してすぐにわかったのは、量子計算アルゴリズムの話は、とっくに旬を過ぎているということでした。,0.7425632916745686
この判断には異論があると思いますが、少なくともわたしはそう思いました。,1.4870721210132947
もちろん、アルゴリズムの研究も進歩しているようでしたが、わたしは「次の本質的な問題は、量子コンピュータをどう実現するかという実験的なものだ」と理解したため、深入りするのをやめたのです。,0.6107393184251952
ごく素朴な感覚でいうなら、夢のあるおもしろい話には違いありません。,1.5318374219148054
実際に量子コンピュータが実用化されれば、世界は大きく変わるでしょう。,1.9016077658709358
しかし、量子コンピュータをつくるためのデバイスをどう加工するかをイチから勉強し直すには、歳がいき過ぎていました。,0.8713601954055555
おまけに、それはやりたいことではなかったのです。,2.1715734402338662
わたしはもがきました。,4.854508399963379
あいつは数学をやっているというので、職場でもときどき数学的な相談がくるようになりましたが、「どうすれば画像処理に使われる割り算の効率を上げられるか？」というような問題ばかり。,0.7786461025999304
べつだん、それらがとるに足らないやさしい問題だというわけではありません。,1.5536675329009693
数学的に必ずしも高度ではありませんが、簡単に改良できるかというと、そんなに甘くはないからです。,1.0885960498163778
単純に思いつく改良は、すでに他社の製品に組みこまれていることが多いため、それだけでは他社に勝てません。,1.0894642851569436
なかなか思うようにはいきませんが、うまく他社を出し抜くアルゴリズムが提案できれば、会社にひと儲けさせることができます。,1.1657280723253887
上司の覚えもめでたくなるでしょう。,3.988268423080444
昇進できるかもしれません。,4.807839781045914
しかし、わたしは、仕事上はエンジニアでしたが、中身はエンジニアではありませんでした。,1.3761758382121723
効率がアップしたとかダウンしたとかいう話には、ついていけなかったのです。,1.4846514773368835
通動電車のなかで、ほとんど現実逃避に近い勉強をしながら、わたしはぼんやりと考えていました。,1.3028337032564226
数学は、なぜこんなに役に立たないのだろうかと。,2.4022963285446166
