sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
16.631145,11.6457815,13.620954,7.2747207,14.9979515,9.961961
16.944164,11.611139,13.024903,7.196649,13.000189,10.289678
14.0480795,11.605749,13.141489,7.087445,13.813852,10.434237
15.394236,11.382705,12.706572,7.2083225,13.12583,10.558158
17.175013,11.713732,13.086363,7.262344,13.526142,10.009146
16.428505,11.429722,13.130277,7.124141,13.308552,9.746854
16.21682,11.349912,13.010695,7.1217875,13.121189,10.340883
15.359061,11.260206,12.702247,6.951685,12.407453,9.671589
15.856406,11.384656,12.825921,7.030846,12.497045,9.764015
14.778399,11.310395,13.358678,7.0779123,14.760102,10.072248
16.789848,11.526002,13.137218,7.152762,12.914219,9.933365
15.852256,11.124394,13.077811,6.943315,13.637289,9.868329
17.357662,11.366849,13.137882,7.0193057,13.914625,9.830126
19.293787,12.646697,13.978546,8.317405,15.314778,10.336378
14.9836035,11.045846,12.512817,6.907028,13.382278,10.115963
15.639854,11.202367,12.612586,7.037083,13.718436,10.53658
16.55412,11.268453,13.028774,7.1682663,13.980324,9.969639
15.870265,11.363691,12.886949,7.1399646,13.961455,10.185905
16.57762,11.2148695,12.838553,6.9165545,12.872673,10.408493
15.879975,11.713939,13.206194,7.239249,14.504419,10.092001
17.846659,11.775842,13.373139,7.5449133,14.059209,10.1544895
17.294603,11.24017,12.988045,7.0425377,14.119983,9.603569
15.028428,11.249049,12.772118,6.9480276,14.163907,10.331274
15.910994,11.241864,12.921234,6.951434,13.819279,10.203785
14.587115,11.298467,12.973562,7.0072155,12.585,10.272693
16.766777,11.772017,13.391129,7.202793,13.196581,10.035381
15.649144,11.443695,12.879908,7.082572,13.692399,9.825452
16.183529,11.46175,13.155108,7.224783,13.632913,10.172362
15.844869,11.333019,13.013636,7.0490375,14.021745,10.003996
16.319653,11.475273,13.013491,7.0823436,12.82407,10.084342
15.746654,11.571258,13.126313,7.1294327,12.806829,10.252287
15.691538,11.364793,12.642882,7.1182437,12.6019,10.72489
