sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
16.414639,12.002356,13.646369,7.3217616,14.259143,10.178423
16.12751,11.593893,13.31167,7.279686,14.007483,9.956023
17.43994,12.310574,14.009595,8.233863,15.400465,9.521104
17.727276,11.770286,13.502503,7.25496,13.650173,9.764761
15.290812,11.314101,12.911694,7.036437,13.242382,10.118787
16.800552,11.6842375,13.776303,7.2418103,14.397625,10.803018
16.49691,11.663861,13.664249,7.388452,13.415722,10.143236
15.711149,11.450671,13.305797,7.3833585,13.985898,9.85411
15.219965,11.8852,13.629179,7.2930584,12.645774,9.769735
14.1165085,11.276009,12.607407,6.8725452,13.371209,9.814506
18.166897,11.656583,13.251057,7.2211976,13.430753,9.60171
16.621872,11.478302,13.530291,7.616678,13.72612,10.09145
16.666101,11.728858,13.250621,7.1581445,14.348822,10.132017
14.754786,11.540386,13.134933,7.1592484,13.204146,9.749654
16.480537,11.478825,13.232878,6.988737,14.414235,10.359049
17.035908,11.644541,13.248735,7.2610607,14.05557,10.549986
12.360361,10.984386,12.648594,6.7950273,13.5629635,9.711207
15.919385,11.508945,13.010221,7.031624,13.001925,9.96874
