sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
17.87896,12.021038,13.379013,7.7579446,15.153301,10.756509
15.990316,11.487682,12.964677,7.1111383,13.424028,10.438055
16.707619,11.529762,13.307884,7.5564804,14.128052,10.151681
14.973424,11.377768,12.716902,7.177239,13.338447,10.012644
15.5279,11.603992,12.826163,7.0276403,13.846373,10.586844
15.961021,11.468518,13.31623,7.3427973,14.1756315,10.193836
15.23028,11.644708,13.00762,7.07766,13.479647,10.079582
16.708574,11.616317,13.095708,7.1901116,12.759482,10.140739
16.288565,11.486403,13.036568,7.212713,13.68212,10.622536
16.551323,12.305376,13.525172,7.4881797,13.169537,9.516976
15.716998,11.6758795,12.673337,7.03813,13.323796,10.24228
17.32019,11.777926,13.4543915,7.3156905,14.538064,9.866826
16.48456,11.856638,13.789252,7.9870925,14.802285,11.870697
17.435617,11.990504,13.353459,7.260949,12.404091,10.1901045
16.06068,11.482092,13.611143,7.3660655,14.371687,10.354388
15.310652,11.62545,13.230458,7.141988,12.798139,9.669139
15.237503,11.530037,13.172973,7.1910124,13.824255,10.167782
15.449997,11.495283,12.939661,6.9688673,12.990099,10.031888
16.00852,11.449017,13.084501,7.2330604,14.354501,10.229003
15.275273,11.623829,12.636794,7.233279,13.965471,10.234489
15.625258,11.8887415,13.351956,7.2644877,14.380171,10.138639
14.309645,11.638439,13.155151,7.440456,13.323305,9.598787
16.309977,11.591194,13.086487,7.1559734,11.971485,10.134447
15.36985,11.354274,12.975397,7.0112705,13.94656,10.176905
