sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
15.605795,11.166552,12.571624,7.2211165,13.38651,10.617208
16.79457,11.428925,13.134922,7.2765427,13.435876,9.665838
14.492089,11.295438,12.480131,7.0042844,13.327056,10.563002
15.605307,11.5378895,13.10331,7.1317306,13.053757,9.969062
17.972322,11.6359,13.660583,7.6859713,13.356619,10.050544
17.563879,11.663216,13.423949,7.470652,13.94396,10.044487
17.087828,11.768102,13.673539,7.543548,14.388945,10.139813
15.466377,11.432292,13.237764,7.215145,13.533833,10.030818
15.742922,11.504672,13.213409,7.141332,12.381062,10.306647
16.837997,11.80266,13.659666,7.649462,12.437387,9.796172
16.176794,11.647064,13.383207,7.361995,14.09869,9.939299
17.258574,12.594527,14.286421,8.773967,13.949804,10.036058
16.876835,11.724529,13.467295,7.402684,13.393153,9.691458
16.761295,11.901864,13.933923,7.826113,12.79218,10.153382
17.38746,11.861356,13.961324,7.8778915,12.47294,9.666448
17.51193,11.699916,13.270064,7.3559313,14.064339,9.755788
17.626999,11.564904,13.605139,7.6697636,14.413355,10.728897
15.107279,11.484067,12.708622,7.085476,13.199058,9.884054
15.933499,11.436095,13.130553,7.459151,12.988256,10.036085
17.927652,12.134437,13.986619,8.375391,14.55647,10.479075
19.508728,12.172015,14.208444,8.329331,13.133228,10.690231
18.223803,11.649652,13.429238,7.480547,12.205245,9.905058
15.470234,11.356132,13.06107,7.1375217,13.749871,10.215323
15.921339,11.722899,13.3616705,7.2855015,13.889057,10.20091
16.251976,11.41761,12.841264,7.1279407,12.255152,10.515595
15.2215605,11.280734,12.959328,7.0239167,13.335125,10.051636
14.891303,11.22683,12.627216,7.051452,13.224567,10.6299715
16.453213,11.782191,13.230412,7.562548,15.509978,10.682243
15.954542,11.377794,12.958564,7.1168504,11.630894,9.863068
15.715827,11.639057,13.503975,7.121132,13.536307,9.963622
17.305157,11.413775,13.654178,7.418344,13.120236,9.837485
15.1764555,11.333237,12.934363,7.014084,13.1361885,9.927656
