sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
17.28112,11.753334,13.219832,7.324343,14.735935,9.917752
18.233524,11.584806,13.439891,7.3259444,15.525683,9.939915
16.298367,11.443123,12.826773,7.321125,14.7708435,10.014658
15.598964,11.468504,13.137579,7.1215444,15.278626,10.468022
16.86498,11.600159,13.244851,7.3408904,13.369412,9.7256975
17.502596,12.07807,13.894379,7.3267765,14.052189,9.658216
19.61205,12.278995,14.163926,8.630742,15.134328,10.386901
19.310204,11.953996,13.692013,7.9355717,16.539127,10.134316
18.354105,11.6995325,13.349733,7.3967113,13.725666,10.104869
14.863426,11.342583,12.989175,7.0653377,13.391526,10.01282
17.70916,12.021323,13.962812,8.044878,15.200736,10.4582405
17.298208,11.783417,13.583801,7.240047,14.724698,10.329809
15.627329,12.063062,13.212066,7.291628,13.482087,9.828966
17.446562,11.645817,13.241436,7.0962586,13.775601,9.824441
17.673271,11.518585,13.246151,7.0747533,13.375357,10.002138
18.479797,11.582064,13.624937,7.775202,14.018655,9.961725
15.169993,11.221377,12.94669,7.052987,12.994845,9.793257
16.84825,12.146509,13.44252,7.444921,13.547714,10.303416
14.454561,11.418216,12.939611,7.032415,13.414114,10.213534
17.568455,11.590253,13.106054,7.138149,14.814083,9.64193
16.326712,11.90596,13.428687,7.3522315,14.279961,10.125264
15.742019,11.460145,12.976285,7.058217,13.801842,10.1334095
16.4883,12.306779,13.669748,7.490138,12.785549,10.137654
19.483551,12.571956,13.979006,8.839871,15.2197895,9.94839
15.564586,11.234197,12.704797,7.0521555,13.744751,10.603023
17.869312,11.5920105,13.254069,7.271693,13.7170105,10.578931
17.059664,11.6289015,12.866742,7.071168,13.419059,10.144403
15.401469,11.613165,12.911703,7.079352,12.983643,9.659089
14.914711,11.420221,13.050747,7.0623503,14.539298,10.689372
19.42111,11.699167,13.639301,7.7317567,12.6186075,11.206026
19.488749,12.793039,14.091225,8.972821,14.501693,10.90688
16.268862,11.911826,13.639392,7.242655,13.886559,9.597925
15.650419,11.842356,13.201869,7.2806516,12.856994,10.50112
16.461536,11.517415,13.268306,7.1200237,13.665207,9.921673
16.958967,11.917757,13.235918,7.462745,15.313116,10.515496
