sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
17.839706,11.894283,13.314808,7.482357,12.779637,9.706351
15.287876,11.514566,13.348091,7.2813735,14.009164,10.005667
13.812006,11.390729,13.122519,7.029848,14.038237,10.185339
15.913775,11.542894,13.069528,7.016383,13.137593,10.448599
16.047592,11.514103,13.4007015,7.111211,13.54489,9.802522
16.37843,11.567129,13.1589365,7.1507773,13.077723,10.20975
15.381104,11.591642,13.065359,7.207922,12.995648,10.145759
17.24274,12.121881,13.427028,7.2386656,13.494414,10.9583235
17.471766,11.679992,13.833329,7.5112185,13.308542,9.781461
16.212135,11.609692,13.349352,7.165446,14.735672,10.216971
16.033468,11.380948,13.124852,7.0736566,12.902102,9.763665
16.290045,12.064311,13.283809,7.1937733,13.31728,10.488922
16.697014,11.908826,13.460061,7.2475486,12.9942465,10.263062
15.309943,11.650188,13.158399,7.1591983,13.778175,10.274393
16.164198,11.626363,13.376685,7.243003,13.233286,10.278548
17.467266,12.099556,13.839262,7.639364,13.435664,10.658407
16.15769,11.8958435,13.862454,7.5940247,13.726598,10.204189
17.662174,11.931742,13.64205,7.373528,14.028986,10.902038
15.90064,11.626104,13.138996,7.1578307,13.864332,10.074843
