sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
15.502189,11.436727,12.981809,7.0471134,13.085272,9.758274
16.182652,11.343797,12.821225,7.130124,12.961131,10.382753
15.33085,11.662891,12.923286,7.256087,12.71828,10.01448
14.460999,11.564169,12.945658,7.118409,14.127506,9.966212
15.95101,11.566092,13.041982,7.374337,13.227564,9.89331
16.851295,11.396309,13.211562,7.0794363,13.319178,9.725855
15.514105,12.271924,13.9166765,7.612517,14.70666,9.989905
15.292737,11.3168955,12.933322,7.012005,12.836093,9.495675
15.270632,11.044402,12.7681465,7.293393,14.254522,9.853903
17.843668,11.593822,13.727645,7.7948885,15.755633,10.37023
14.61771,11.4359045,12.971301,7.0533996,13.914881,9.846827
15.095433,11.607296,13.417564,7.3722053,14.874988,10.210643
13.353936,11.385714,13.024351,7.1363454,13.061942,10.258709
16.24513,11.135417,12.724705,7.160322,14.6446705,10.644054
17.337782,11.612083,13.570426,7.618882,15.497363,10.14838
16.826963,11.368643,13.080913,7.119335,15.310515,10.02089
17.764893,11.773793,13.727831,7.7184396,13.178332,10.080566
16.10328,11.47956,13.52486,7.2263403,13.556756,10.188171
15.618949,11.455485,12.905095,7.0523615,13.747503,10.216506
16.571108,11.593754,13.43289,7.389255,12.336605,10.126918
15.620859,11.33515,13.025375,7.171911,14.336,10.767575
15.914616,11.620335,13.024223,7.337123,13.573318,10.510277
15.073227,11.334761,12.634028,7.077425,14.506732,10.305847
16.016588,11.625363,13.2379,7.26314,12.250007,9.828963
14.633994,11.146555,13.165369,6.9779553,14.128247,10.184497
16.35755,11.670502,13.390984,7.7271953,13.684368,9.594899
14.195847,11.128411,12.684984,6.95503,14.088727,10.078175
16.564512,12.037372,13.767714,7.9837403,14.210364,10.1328335
13.382678,11.096029,12.708675,6.9068265,14.064275,10.370901
