sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
18.342686,11.770347,13.72349,7.4611325,13.485402,10.240809
16.353601,11.421861,13.043892,6.9931026,13.139618,9.782328
17.826412,11.620338,13.481673,7.1106353,14.535499,10.448414
16.239756,11.456024,13.071932,7.1223235,14.246996,10.359212
17.06631,11.811282,13.405187,7.1785707,13.355009,10.09178
17.18678,11.445565,13.535172,7.275355,13.790624,10.791124
16.202599,11.3494005,13.059078,7.016634,12.850301,10.136308
17.452486,11.65402,13.63205,7.300231,13.659203,10.076402
17.012074,11.462567,12.969495,6.9366264,12.24426,9.858679
18.854082,12.058113,14.082893,7.6805873,14.173804,10.150735
17.89844,11.871826,13.672522,7.522073,13.769936,10.118233
16.638138,11.872619,13.750331,7.308643,13.404269,10.426894
16.424309,11.420503,13.090288,7.007455,13.620832,9.773528
17.589417,11.6468315,13.276996,7.085911,14.049141,10.562635
16.664782,11.726865,13.241144,7.1512623,12.884947,10.12612
16.7428,11.76864,13.449037,7.174895,13.759005,10.543456
16.63303,11.396565,12.913154,6.974182,14.118747,10.226427
