sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
18.227268,11.8234215,13.809665,7.650788,13.515999,10.255725
16.01709,11.524542,13.139336,7.084216,12.748858,10.184997
16.831177,11.783516,13.771633,7.33634,13.690149,9.761211
17.8376,11.746327,13.769448,7.3426404,13.212184,9.803627
17.42524,11.816013,13.546236,7.232388,13.848611,10.218428
15.630324,12.681247,14.399909,7.9314046,13.502676,10.261062
16.877779,11.712529,13.626858,7.3621945,14.257149,10.1041
14.645611,11.675179,13.082608,7.1814027,13.584006,10.485201
17.23241,12.145712,13.884519,7.8158507,14.818457,9.892259
16.881186,11.707699,13.44094,7.2210193,12.2032385,10.032186
15.761364,11.623542,13.196522,7.317324,13.439736,9.950293
17.32081,11.736119,13.278431,7.3954525,13.996128,9.865726
17.678188,12.04333,13.501745,7.6334996,14.293417,11.411067
16.48691,11.680262,13.041687,7.245114,13.616364,9.828832
16.366714,11.314633,13.080443,7.09277,13.534437,10.219299
17.47196,11.979161,13.610002,7.64725,14.510209,11.232141
15.339745,11.6561575,12.870895,7.205439,13.395795,10.347508
16.245317,11.568062,12.894714,7.0952206,12.68502,10.176534
15.243142,11.673845,13.45883,7.255016,12.582245,10.174027
17.21529,11.598599,13.391127,7.2344847,13.245063,10.097171
16.059431,11.844432,13.700802,7.4673295,12.831469,10.196315
17.305153,11.77832,12.657041,7.446537,13.688603,10.398375
16.29922,12.002188,13.167261,7.266906,11.867569,10.473423
15.129235,11.722796,13.565509,7.3605123,14.408335,10.245872
15.742398,11.736149,13.367635,7.309029,13.74809,10.32767
15.202367,11.652054,13.314831,7.1239033,13.440582,10.405045
14.932362,11.424425,12.734465,7.078841,13.836706,10.4434
15.069217,11.469493,13.020031,7.1259255,13.638143,10.051921
17.30533,11.685151,13.405908,7.101508,14.165304,10.248945
17.516188,11.882664,13.623663,7.553599,13.335876,10.052662
16.777584,11.723708,13.784949,7.427064,12.488443,9.612666
17.143673,11.691004,13.253287,7.153737,14.424637,10.545098
