sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
17.073288,11.1277075,13.4834795,7.4590807,13.185075,9.694256
18.267061,12.337872,14.0065155,7.6908,15.399348,10.231447
18.157696,11.957851,13.505405,7.8491125,13.869121,10.117442
16.720036,11.46279,13.294978,7.2236304,13.026092,9.647589
16.05966,11.36347,13.286478,7.309759,13.651624,10.130006
16.519075,11.587621,13.184946,7.164585,12.674252,9.814635
17.545725,12.210241,13.592025,7.4247875,13.676506,10.182493
17.08904,11.619592,13.567696,7.5226727,14.540921,9.821568
14.718414,11.387109,13.184923,7.110465,12.30608,9.978526
17.023151,11.407703,13.193596,7.233638,13.2321,10.36388
17.218159,11.695705,13.770348,7.4791846,12.251182,10.066915
16.739292,12.109399,13.886438,7.4696465,13.745489,9.773328
18.896214,12.749043,14.030914,8.898947,15.783315,10.103361
15.789468,11.802588,13.414616,7.444245,12.424463,10.012554
17.610008,11.856565,13.45678,7.216577,12.877943,10.027517
18.618406,11.903116,13.64679,7.427094,14.233286,9.876434
17.480556,11.7217865,13.429012,7.341591,13.61221,9.963999
15.796933,11.896365,13.334541,7.11874,12.665063,9.976804
16.596714,11.54691,13.310673,7.159457,13.021387,10.340331
16.67839,11.474248,13.363757,7.4197288,13.75371,10.50063
15.666103,11.325598,12.902622,6.9727902,13.60495,10.195177
15.694267,11.480272,13.247967,7.0458655,13.23716,10.211103
