sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
18.6291,11.920566,13.820688,7.672362,14.202026,10.551351
18.238056,11.604526,13.622078,7.58495,14.260137,10.553312
16.658276,11.715582,13.1179085,7.2044797,12.881071,10.18338
15.665622,11.445672,12.973144,7.137919,12.894336,10.136733
16.767118,11.580475,13.414682,7.3556943,12.842591,9.953914
17.559645,11.61024,13.374739,7.0730343,13.750117,9.970567
16.36141,11.4526005,13.192854,7.1093163,13.250881,10.098531
16.504604,11.613917,12.998811,7.19376,13.5639105,10.64169
16.664751,11.860791,13.491631,7.443392,13.256338,10.420688
15.912717,11.414155,13.108246,7.0285788,12.603518,9.849818
